"PossibleNOW","-","-","-","-","-"
"TraknProtect","-","-","less than
10","less than
$1M (USD)","-"
"Endera","-","-","11 to 50","-","-"
"Discourse Analytics","-","-","-","-","-"
"TruckTractorTrailer.com","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"DevResults","-","-","-","-","-"
"Deep Value","-","-","11 to 50","$1M to $5M (USD)","-"
"Fathym","-","-","-","-","-"
"Shoppable","-","-","-","-","-"
"Rippleshot","-","2013","less than
10","less than
$1M (USD)","-"
"MyMeds","-","-","-","-","Information Technology"
"Atomicorp","-","-","11 to 50","-","-"
"Brytecore","-","-","-","-","-"
"MDLAND","-","-","-","-","-"
"PlusOne Solutions","-","-","-","-","-"
"CareXtend","-","-","11 to 50","$1M to $5M (USD)","-"
"Common Census","-","-","11 to 50","$1M to $5M (USD)","-"
"Uzio","-","-","-","-","-"
"Demand Driven Technologies","-","-","11 to 50","-","Internet & Web Services"
"Payment Rails","-","-","-","-","-"
"Tellius","-","-","11 to 50","-","-"
"Poshly","-","-","-","-","-"
"Unific","-","-","11 to 50","-","-"
"Rectify","-","-","-","-","Construction & Facilities Services"
"Leostream","-","-","-","-","-"
"Jammber","-","2013","11 to 50","-","-"
"Kard","-","-","-","-","-"
"Crowdskout","-","2014","less than
10","less than
$1M (USD)","Information Technology"
"Equipnet","-","-","51 to 200","$25M to $100M (USD)","-"
"Shelf.io","-","-","-","-","-"
"Voltaiq","-","-","11 to 50","-","-"
"Phy","-","-","11 to 50","-","-"
"MI","-","-","-","-","-"
"CaliberMind","-","2015","less than
10","-","-"
"Pepper","-","-","11 to 50","-","-"
"Acivilate","-","-","-","-","-"
"Clickx","-","-","-","-","-"
"DocResponse","-","-","-","-","-"
"SetuServ","-","-","less than
10","-","-"
"Taxfyle","Richard Lavina, CEO","2014","11 to 50","$5M to $25M (USD)","Information Technology"
"wizer","-","2014","11 to 50","-","-"
"Joule Assets Inc","-","-","-","-","-"
"Saylent Technologies","-","2006","11 to 50","$1M to $5M (USD)","-"
"Syncano","-","-","11 to 50","less than
$1M (USD)","-"
"Numina","-","-","11 to 50","-","-"
"Secure Exchange Solutions","-","-","-","-","-"
"SAM.AI","-","-","-","-","-"
"Healthmonix","-","-","11 to 50","$5M to $25M (USD)","Information Technology"
"3 Birds Marketing","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Pefin","Catherine Flax","-","11 to 50","-","Information Technology"
"Optimal IdM","-","-","-","-","Information Technology"
"NO NAME","-","-","-","-","-"
"Archemedx","-","2013","less than
10","less than
$1M (USD)","-"
"NO NAME","-","-","-","-","-"
"Street Solutions","-","-","11 to 50","$1M to $5M (USD)","-"
"Lasso","-","-","-","-","-"
"beamSmart","-","-","11 to 50","less than
$1M (USD)","-"
"AltusLearn","-","-","-","-","-"
"Fathom","-","1997","51 to 200","$25M to $100M (USD)","-"
"Square Root","-","-","-","-","-"
"EverythingBenefits","Rachel Lyubovitzky","2015","11 to 50","-","Information Technology"
"NO NAME","-","-","-","-","-"
"Strive","-","-","201 to 500","-","Healthcare"
"PadSplit","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Healthview Services","-","-","-","-","-"
"Alt Legal","-","-","-","-","-"
"Sungage Financial","-","2011","less than
10","$1M to $5M (USD)","Financial Services"
"Adroit Trading Technologies","-","-","-","-","-"
"SAF Platform","-","2015","11 to 50","-","-"
"VR Global","-","-","-","-","-"
"Cambridge Semantics","-","-","-","-","-"
"curricula","-","-","-","-","-"
"Noteworth","-","2015","11 to 50","less than
$1M (USD)","-"
"NO NAME","-","-","-","-","-"
"Sighthound","-","2012","11 to 50","less than
$1M (USD)","-"
"NO NAME","-","-","-","-","-"
"My Own Med","-","-","-","-","-"
"handle","-","-","less than
10","-","-"
"Blissfully","-","-","-","-","-"
"TAO Connect","-","2014","less than
10","less than
$1M (USD)","-"
"Datanomix","-","-","11 to 50","-","-"
"T-rex Group","-","-","less than
10","less than
$1M (USD)","-"
"RILEY","-","-","-","-","-"
"CEIPAL","-","-","-","-","Information Technology Support Services"
"GovTribe","-","-","-","-","-"
"Strayos","-","-","-","-","-"
"FinLocker","-","-","11 to 50","-","Information Technology"
"InsightFinder","-","-","-","-","-"
"Shipedge","-","-","-","-","-"
"Veratad Technologies","-","-","less than
10","$1M to $5M (USD)","-"
"Thrive","-","-","1001 to 5,000","$1M to $5M (USD)","Healthcare"
"Purchased","-","-","11 to 50","$1M to $5M (USD)","-"
"Onovative","-","-","less than
10","less than
$1M (USD)","-"
"SkuVault","-","2011","51 to 200","-","Information Technology"
"NO NAME","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Omex Systems","-","-","-","-","-"
"Brightfox","-","-","-","-","Restaurants & Food Service"
"ML Healthcare","-","-","less than
10","less than
$1M (USD)","-"
"SpokenLayer","-","-","11 to 50","-","-"
"Zappix","-","-","-","-","-"
"Talentify","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"SumZero","-","-","-","-","-"
"Roadmunk","-","-","-","-","-"
"Abraxas Technology","-","-","11 to 50","-","-"
"GoMo Health","-","-","-","-","Healthcare"
"FX Bridge Technologies","-","-","-","-","-"
"Unvired","-","-","-","-","-"
"Tallyfy","-","-","-","-","-"
"Juristat","Drew Winship","2012","11 to 50","-","Information Technology"
"Expertfile","-","-","less than
10","less than
$1M (USD)","-"
"NO NAME","-","-","-","-","-"
"HomeASAP","-","-","51 to 200","$5M to $25M (USD)","Information Technology"
"Pharmazam","-","-","-","-","-"
"Socialeads","-","-","-","-","Information Technology"
"NO NAME","-","-","-","-","-"
"InterNex Capital","-","-","less than
10","less than
$1M (USD)","-"
"Slingshot Aerospace","-","-","-","-","-"
"Abine","-","-","-","-","-"
"CoachMePlus","-","-","11 to 50","-","-"
"Informed.co","-","2007","11 to 50","$1M to $5M (USD)","-"
"Veritonic","-","-","-","-","-"
"Square One Insurance","-","2011","less than
10","$1M to $5M (USD)","-"
"NO NAME","-","-","-","-","-"
"Accrisoft","-","-","less than
10","less than
$1M (USD)","-"
"AVOXI","-","2001","11 to 50","-","-"
"SiteZeus","-","2014","11 to 50","$25M to $100M (USD)","Information Technology"
"AppVault","-","2002","11 to 50","$1M to $5M (USD)","-"
"FinMkt","-","-","11 to 50","-","Information Technology Support Services"
"Reflik","Ashish Vachhani","-","11 to 50","-","Information Technology"
"Forward Financing","Justin Bakes","2012","51 to 200","$25M to $100M (USD)","Financial Services"
"Chronograph","-","-","11 to 50","-","-"
"FIRMITAS","-","-","-","-","-"
"EQUIX","-","-","51 to 200","$5M to $25M (USD)","-"
"Targetbay","-","-","11 to 50","-","-"
"Symphonic Source","-","-","-","-","-"
"Sports Reference","-","-","-","-","-"
"Templum","-","-","-","-","-"
"ＬＯＣＡＬＥ","-","-","11 to 50","-","Restaurants & Food Service"
"QuaEra Insights","-","-","11 to 50","-","Management & Consulting"
"Yourefolio","-","-","-","-","Investment & Asset Management"
"Super Dispatch","-","-","11 to 50","-","-"
"Robly","-","-","-","-","-"
"VoltCash","-","-","11 to 50","-","-"
"EmpXtrack","-","-","51 to 200","-","-"
"Evisort","-","2016","11 to 50","-","-"
"Entigral Systems","-","-","-","-","-"
"Green Key Technologies","-","2014","11 to 50","-","-"
"Arialytics","-","-","-","-","-"
"Harbor Behavioral Health","-","-","501 to 1,000","$25M to $100M (USD)","Healthcare"
"Upside Health","-","-","-","-","-"
"HiConversion","-","2006","11 to 50","-","-"
"VIDRIO","-","-","-","-","-"
"Proformex","Kris Beck","-","11 to 50","-","Insurance"
"YOOZ","-","2014","less than
10","less than
$1M (USD)","-"
"Roomored","-","-","-","-","-"
"Smokeball","-","2013","less than
10","less than
$1M (USD)","-"
"OneView Commerce","-","-","-","-","-"
"ELSEN","-","2014","11 to 50","-","-"
"Gurobi Optimization","-","-","-","-","-"
"Neat Capital","-","2015","51 to 200","-","Financial Services"
"Curate Solutions","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"GaggleAMP","-","2010","11 to 50","$1M to $5M (USD)","-"
"Koneksa Health","-","-","-","-","-"
"Adventive","-","2009","less than
10","-","-"
"Gamma systems","-","-","-","-","-"
"EPICA","-","-","-","-","-"
"Accent Technologies","-","-","11 to 50","$5M to $25M (USD)","-"
"CHAMELEON POWER","-","-","11 to 50","-","-"
"SimpleC","-","-","-","-","-"
"RightEye","-","-","11 to 50","-","-"
"Fraym","-","2016","11 to 50","-","-"
"improveit 360","-","-","-","-","-"
"Flume Health","-","-","11 to 50","-","-"
"DecisionIQ","-","-","-","-","-"
"FiWize","-","-","-","-","-"
"nDimensional","-","2013","11 to 50","-","-"
"NO NAME","-","-","-","-","-"
"NinjaOutreach","-","-","-","-","-"
"wellthie","-","2013","less than
10","$5M to $25M (USD)","-"
"Addigy","-","2013","11 to 50","-","-"
"Ledger Investing","-","-","-","-","Insurance"
"Wealth Access","-","-","less than
10","-","Information Technology"
"Sensato","-","-","11 to 50","-","Information Technology"
"Seller Labs","-","2013","11 to 50","-","-"
"Zencare","-","-","-","-","-"
"BLOOOM","-","-","-","-","-"
"Cangrade","-","-","less than
10","less than
$1M (USD)","-"
"Gerald","-","-","-","-","-"
"IndustryStar Solutions","-","-","11 to 50","-","-"
"NO NAME","-","-","-","-","-"
"Wayforward","-","-","11 to 50","-","-"
"NO NAME","-","-","-","-","-"
"rollick","-","-","-","-","-"
"DivvyHQ","-","-","11 to 50","$1M to $5M (USD)","Information Technology"
"Canvs","-","-","-","-","-"
"keyo","-","-","11 to 50","-","-"
"Cortex Building Intelligence","-","-","-","-","-"
"Young Alfred","-","-","-","-","-"
"nCrypted Cloud","-","-","11 to 50","-","-"
"BOLT ON TECHNOLOGY","-","-","11 to 50","$1M to $5M (USD)","Software Development"
"Niolabs","-","-","11 to 50","-","-"
"Bridge Financial Technology","-","-","-","-","Financial Services"
"LegalSifter","-","2013","11 to 50","-","-"
"Give and Take","-","-","-","-","-"
"txtmeQuick","-","-","51 to 200","$1M to $5M (USD)","-"
"SyncDog","-","-","-","-","-"
"Privia","-","-","-","-","-"
"LendEDU","-","2014","less than
10","-","-"
"ARIEL PRECISION MEDICINE","-","-","-","-","-"
"Cybrary","-","2015","11 to 50","less than
$1M (USD)","Information Technology"
"AZZLY","-","-","-","-","-"
"RoundTrip","-","-","-","-","-"
"Nailbiter","-","2014","11 to 50","-","-"
"Nesh","-","-","-","-","-"
"Align Income Share Funding","-","-","11 to 50","-","-"
"StationMD","-","-","-","-","-"
"DarcMatter","-","-","11 to 50","-","-"
"SafeinHome","-","-","-","-","Healthcare"
"Finitive","-","-","-","-","-"
"DAVO Technologies","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Salesboost","-","-","-","-","-"
"Valera health","-","-","-","-","Healthcare"
"Diagnotes","-","-","-","-","-"
"PaceMate™","-","-","-","-","-"
"atmosphere","-","-","51 to 200","$1M to $5M (USD)","-"
"DermApproved","-","-","-","-","-"
"Traxo","-","-","-","-","-"
"Tidal Labs","-","-","11 to 50","-","-"
"Fundseeder","-","-","-","-","-"
"XRHealth","-","-","-","-","-"
"VA Loan Captain","-","-","-","-","-"
"Identified Technologies","-","2013","less than
10","less than
$1M (USD)","-"
"Hulafrog","-","-","less than
10","less than
$1M (USD)","-"
"Smart RIA","-","-","-","-","-"
"TenantCloud","-","-","11 to 50","-","-"
"EachScape","-","-","-","-","-"
"Jobble","-","-","-","-","-"
"Omnilife","Amaury Vergara Zatarain","-","51 to 200","$25M to $100M (USD)","Retail & Wholesale"
"MedAware Solutions","-","2014","less than
10","less than
$1M (USD)","-"
"Deven Software","-","-","-","-","-"
"repisodic","-","-","-","-","-"
"REIX","-","-","-","-","-"
"Clearforce","-","-","11 to 50","-","-"
"Count.IT","-","-","-","-","-"
"Filtered","-","2007","11 to 50","-","-"
"ActivEngage","-","2007","51 to 200","$5M to $25M (USD)","-"
"Click & Pledge","-","-","51 to 200","-","-"
"3-GIS","-","-","11 to 50","$1M to $5M (USD)","-"
"iSentium","-","-","11 to 50","$1M to $5M (USD)","-"
"LogicStream Health","Patrick Yoder","2013","11 to 50","less than
$1M (USD)","Healthcare"
"Art Money","-","-","-","-","-"
"FutureFuel","-","2005","201 to 500","$100M to $500M (USD)","-"
"MilkCrate","-","-","11 to 50","-","Information Technology"
"adnymics","-","2014","less than
10","-","-"
"Cirrus Data Solutions","-","-","-","-","-"
"Dotsub","-","-","less than
10","-","-"
"Benefix","-","-","less than
10","less than
$1M (USD)","-"
"Chief of Staff","-","-","-","-","Restaurants & Food Service"
"HealthyWage","-","2009","less than
10","less than
$1M (USD)","Healthcare"
"Reloquest","-","-","-","-","-"
"Happynest","-","-","-","-","-"
"Haxiot","-","-","-","-","Information Technology"
"TNEDICCA","-","-","-","-","-"
"Ryvit","-","-","11 to 50","less than
$1M (USD)","-"
"Soloinsight","-","-","-","-","-"
"ChoiceTrade","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"COMPANY NAME","CEO","Founded","Company size","Revenue","Industry"
"LogCheck","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Hire-Intelligence","-","-","-","-","-"
"VaporStream","-","2008","less than
10","$1M to $5M (USD)","-"
"Activ Technologies","-","-","-","-","-"
"HireKeep","Paul Murskov","2014","11 to 50","$1M to $5M (USD)","Information Technology"
"Artifact Health","-","-","-","-","Information Technology Support Services"
"Halo Investing","-","-","-","-","-"
"enosiX","-","-","11 to 50","less than
$1M (USD)","-"
"Shareablee","-","2012","11 to 50","$1M to $5M (USD)","-"
"SureDone","-","-","less than
10","less than
$1M (USD)","-"
"illuma Care Connections","-","2017","11 to 50","-","-"
"Maker's Row","-","2012","11 to 50","-","-"
"Marigold Health","-","-","-","-","-"
"Health QR Inc.","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Refundo","-","-","11 to 50","$1M to $5M (USD)","-"
"Medical Tracking Solutions","-","-","11 to 50","-","-"
"Imbio","-","-","11 to 50","-","-"
"MedaCheck","-","2012","11 to 50","-","-"
"Performline","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"ZH Healthcare","-","-","-","-","-"
"rimidi","-","-","-","-","-"
"Digital OnBoarding","-","-","-","-","-"
"ＳＬＯＰＥ","-","-","-","-","-"
"FortifyData","-","-","-","-","-"
"AltoIRA","-","-","-","-","-"
"Logiwa","-","-","51 to 200","-","Information Technology"
"Amify","-","-","11 to 50","$25M to $100M (USD)","Information Technology"
"Froogal","-","-","11 to 50","-","-"
"AdWerx","Jed Carlson","2013","51 to 200","$5M to $25M (USD)","Media & Communication"
"SPARKFLY","-","-","11 to 50","$1M to $5M (USD)","-"
"PROOF","-","2017","11 to 50","-","Software Development"
"paycargo","-","-","-","-","-"
"Romio","-","2007","less than
10","-","-"
"Label Independent","-","-","-","-","-"
"HomeSpotter","-","-","11 to 50","-","-"
"Estimize","-","-","11 to 50","-","-"
"Cerebri AI","-","2016","11 to 50","-","-"
"Clarivoy","-","-","11 to 50","-","-"
"Coriell Life Sciences","-","-","-","-","-"
"draiver","-","-","-","-","-"
"ProviderTrust","-","2010","11 to 50","$5M to $25M (USD)","Healthcare"
"SmartApp","-","-","-","-","-"
"Plex Research","-","-","-","-","-"
"Senseware","-","2013","11 to 50","-","-"
"MedCloud Depot","-","-","-","-","-"
"FINDMINE, Inc.","-","-","-","-","-"
"OYE Business Intelligence","-","-","-","-","-"
"WeatherCheck","-","-","-","-","-"
"kamana","-","-","-","-","-"
"Sure","-","-","-","-","-"
"Io-tahoe","-","-","-","-","-"
"CRITICAL RESPONSE GROUP","-","-","-","-","-"
"Zello","-","-","-","-","-"
"New Silver","-","-","-","-","Real Estate"
"Marstone","-","-","-","-","-"
"Concentric","-","-","11 to 50","-","-"
"Realized","-","-","-","-","-"
"Rimedio","-","-","-","-","-"
"Zentap","Eyal Cohen","-","11 to 50","$1M to $5M (USD)","Information Technology"
"UptimeHealth","-","2018","11 to 50","-","-"
"sportsdigita","-","2010","11 to 50","$1M to $5M (USD)","-"
"ChartWise Medical Systems","-","-","11 to 50","$1M to $5M (USD)","-"
"Triggr Health","-","-","11 to 50","-","-"
"Targetprocess","-","2004","less than
10","$1M to $5M (USD)","-"
"EnerKnol","-","-","-","-","-"
"Chicory","-","2013","less than
10","-","-"
"PrecisionGx","-","-","-","-","-"
"DailyPay Inc","-","-","-","-","Financial Services"
"ExactHire","-","-","11 to 50","-","-"
"ViaTech","-","-","-","-","-"
"Amper Technologies","-","-","-","-","-"
"Medalogix","-","-","less than
10","$1M to $5M (USD)","-"
"StatSocial","-","-","11 to 50","-","-"
"Nervve","-","2012","11 to 50","$1M to $5M (USD)","Information Technology"
"HealPros","-","2011","51 to 200","-","Healthcare"
"Navatar Group","-","-","-","-","-"
"HCF Compliance","-","-","-","-","Information Technology"
"Inteliquet","-","-","-","-","-"
"Perchwell","-","-","11 to 50","-","-"
"Uphold Health","-","-","-","-","-"
"Wylei","-","-","-","-","-"
"UrbanFT","-","-","-","-","-"
"Spruce","-","2016","11 to 50","-","-"
"exagens","-","-","11 to 50","-","-"
"iValu8","-","-","-","-","-"
"VORO","-","2012","51 to 200","-","-"
"Privy","Ben Jabbawy","2011","11 to 50","less than
$1M (USD)","Information Technology"
"TouchCare","-","-","11 to 50","-","-"
"iScribeHealth","-","-","11 to 50","-","-"
"Shopadvisor","-","-","-","-","-"
"clario Analytics","-","-","-","-","-"
"ClosedLoop.ai","Andrew Eye","2017","11 to 50","-","Information Technology"
"RightCapital","-","-","11 to 50","-","Financial Services"
"Flinks","-","2016","11 to 50","-","-"
"SKITTER","-","-","-","-","-"
"Prepay Nation","-","-","-","-","-"
"ARInspect","-","-","-","-","-"
"Risk Based Security","-","-","11 to 50","less than
$1M (USD)","-"
"June Homes","-","-","-","-","Real Estate"
"Facilities Management Express","-","-","-","-","-"
"ThirdParent","-","-","less than
10","-","-"
"Wallit","-","-","-","-","-"
"Synapp.io","-","-","less than
10","-","-"
"Nvizion solutions pvt. ltd","-","2007","51 to 200","-","-"
"iLumen","-","-","11 to 50","$1M to $5M (USD)","-"
"Pointivo","-","-","-","-","-"
"Promogo","-","2016","11 to 50","-","-"
"empowerID","-","-","11 to 50","-","-"
"Player's Health","-","-","-","-","-"
"Hatch","John Bianchini","1955","more than
10,000","$1B to $5B (USD)","Software Development"
"Primestream","-","-","-","-","-"
"EveryWare","-","-","-","-","-"
"HigherMe","-","2014","less than
10","-","-"
"PeriGen","-","-","11 to 50","$1M to $5M (USD)","-"
"eHana","-","-","-","-","-"
"Roomer","-","-","-","-","-"
"LBA Ware","-","-","11 to 50","-","Information Technology"
"Insticator","-","-","-","-","-"
"Nurture Life","-","2015","51 to 200","-","Manufacturing"
"Complion","-","2013","less than
10","-","Information Technology"
"Procurated","David Yarkin","2019","less than
10","-","Information Technology"
"VeriTread","-","-","-","-","Transportation & Logistics"
"LogicManager","Steven Minsky","-","51 to 200","-","Information Technology"
"Ravti","-","-","11 to 50","-","-"
"Salus Telehealth","-","-","-","-","-"
"Qnary","-","-","-","-","-"
"Callbox Storage","-","-","11 to 50","-","Consumer Goods and Services"
"HealthRhythms","-","-","-","-","-"
"CLAUSE","-","-","-","-","-"
"SpeakLike","-","-","-","-","-"
"Datanomers","-","-","11 to 50","-","Information Technology"
"myHouseby","-","-","-","-","-"
"Blue Ridge Solutions","-","-","-","-","-"
"Gridics","-","-","11 to 50","-","-"
"jones","-","-","-","-","-"
"RSTUDIO","-","-","-","-","-"
"Swirlds","-","-","-","-","-"
"ai media group","-","-","11 to 50","$5M to $25M (USD)","-"
"Upright Labs","-","-","-","-","Management & Consulting"
